loan_id,reporting_month,current_status,current_balance,days_past_due,last_updated_at,source_system
LN101652,2024-05-01,Current,144064.70844237146,0,2024-05-02,Servicer_Feed
LN100455,2023-01-01,Current,177091.89,0,2022-09-01,Servicer_Feed
LN100883,2023-03-01,Current,114697.92,0,2023-03-10,Servicer_Feed
LN100893,2021-08-01,Current,269217.85,0,2021-08-01,Servicer_Feed
LN100138,2021-04-01,Current,540967.03,0,2021-04-01,Servicer_Feed
LN100567,2024-06-01,Current,236349.84,0,2024-02-01,Servicer_Feed
LN101513,2022-04-01,Current,135864.53,0,2022-04-06,Servicer_Feed
LN100187,2020-01-01,Current,391266.14,0,2020-01-07,Servicer_Feed
LN100338,2024-04-01,Current,221712.29,0,2024-04-08,Servicer_Feed
LN101909,2019-04-01,Current,136660.47,0,2019-04-10,Servicer_Feed
LN100722,2024-09-01,Current,304896.08,0,2024-09-04,Servicer_Feed
LN101362,2023-06-01,Current,140087.83,0,2023-06-05,Servicer_Feed
LN101351,2022-06-01,Current,217534.25,0,2022-06-06,Servicer_Feed
LN100061,2023-12-01,Current,128388.98347478568,0,2023-12-05,Servicer_Feed
LN101909,2020-11-01,Current,132613.6,0,2020-11-06,Servicer_Feed
LN100558,2024-12-01,Current,206877.71086538164,0,2024-12-03,Servicer_Feed
LN101542,2022-03-01,Current,275348.27,0,2022-03-10,Servicer_Feed
LN101102,2022-08-01,Current,417575.8,0,2022-08-10,Servicer_Feed
LN101553,2023-03-01,Current,223823.2665535941,0,2023-03-01,Servicer_Feed
LN101830,2023-10-01,Current,247979.86,0,2023-10-03,Servicer_Feed
LN101868,2024-08-01,Current,370146.37,0,2024-08-01,Servicer_Feed
LN100729,2021-03-01,Current,102425.92,0,2020-11-01,Servicer_Feed
LN101614,2023-04-01,Current,123215.43,0,2022-12-01,Servicer_Feed
LN101474,2022-02-01,Current,358817.27,0,2022-02-10,Servicer_Feed
LN101013,2022-12-01,60DPD,270387.42,60,2022-12-04,Servicer_Feed
LN100608,2022-10-01,Current,165244.69,0,2022-10-01,Servicer_Feed
LN100444,2024-08-01,30DPD,353180.5,30,2024-08-07,Servicer_Feed
LN100602,2024-12-01,Current,260098.56,0,2024-12-08,Servicer_Feed
LN101511,2022-03-01,Current,355395.8535245026,0,2022-03-01,Servicer_Feed
LN100023,2023-11-01,30DPD,170665.34,30,2023-11-07,Servicer_Feed
LN101799,2022-02-01,Current,344283.77,0,2022-02-09,Servicer_Feed
LN100552,2019-04-01,Current,408242.9318817471,0,2019-04-03,Servicer_Feed
LN100966,2024-10-01,Current,265017.96,0,2024-10-04,Servicer_Feed
LN101400,2022-10-01,Current,161331.8342445395,0,2022-10-03,Servicer_Feed
LN101503,2022-08-01,Current,372502.62,0,2022-08-05,Servicer_Feed
LN100410,2020-09-01,Current,208817.87,0,2020-09-10,Servicer_Feed
LN100466,2020-08-01,Current,184248.11,0,2020-08-08,Servicer_Feed
LN100475,2021-08-01,Current,787536.42,0,2021-08-07,Servicer_Feed
LN100041,2024-11-01,Current,124938.88391865024,0,2024-11-03,Servicer_Feed
LN100367,2024-07-01,Current,262025.03,0,2024-03-01,Servicer_Feed
LN100079,2022-07-01,Current,316631.64,0,2022-07-03,Servicer_Feed
LN101414,2024-02-01,Current,203677.09,0,2024-02-04,Servicer_Feed
LN101748,2023-08-01,Current,272149.9,0,2023-08-03,Servicer_Feed
LN100138,2024-08-01,Current,504785.53,0,2024-08-08,Servicer_Feed
LN101798,2024-11-01,Current,115096.06,0,2024-11-08,Servicer_Feed
LN100156,2023-11-01,Current,288437.32,0,2023-11-04,Servicer_Feed
LN101987,2024-04-01,Current,304681.46,0,2023-12-01,Servicer_Feed
LN101652,2022-06-01,Current,118836.05,0,2022-06-07,Servicer_Feed
LN101766,2022-05-01,Current,214438.55,0,2022-05-03,Servicer_Feed
LN100175,2022-05-01,Current,720356.41,0,2022-05-05,Servicer_Feed
LN100506,2022-06-01,Current,135989.22,0,2022-06-01,Servicer_Feed
LN100120,2024-08-01,Current,170294.0217508247,0,2024-08-04,Servicer_Feed
LN101707,2021-01-01,Current,221257.76,0,2021-01-10,Servicer_Feed
LN101122,2022-08-01,Current,220072.45,0,2022-08-08,Servicer_Feed
LN101902,2024-03-01,Prepaid,344099.82,0,2024-03-03,Servicer_Feed
LN100166,2024-01-01,Current,120865.99,0,2024-01-03,Servicer_Feed
LN101441,2024-07-01,30DPD,480392.45,30,2024-07-09,Servicer_Feed
LN101490,2022-05-01,Current,135092.53,0,2022-01-01,Servicer_Feed
LN100314,2022-01-01,Current,159213.28101700087,0,2022-01-02,Servicer_Feed
LN100472,2022-04-01,Current,437039.12,0,2021-12-01,Servicer_Feed
LN100742,2020-11-01,Current,165011.7308797265,0,2020-11-01,Servicer_Feed
LN100152,2024-02-01,Current,208169.2,0,2024-02-09,Servicer_Feed
LN100012,2022-08-01,Current,202820.74,0,2022-04-01,Servicer_Feed
LN100792,2024-04-01,Current,142208.21,0,2024-04-10,Servicer_Feed
LN100329,2023-07-01,Current,320363.9,0,2023-07-06,Servicer_Feed
LN101321,2024-11-01,Current,661809.5011681227,0,2024-11-03,Servicer_Feed
LN100947,2023-05-01,Current,187424.16390655714,0,2023-05-04,Servicer_Feed
LN101248,2021-10-01,Current,360029.35,0,2021-10-03,Servicer_Feed
LN100849,2021-10-01,Current,182839.3562943124,0,2021-10-10,Servicer_Feed
LN101983,2022-09-01,Current,196861.88,0,2022-05-01,Servicer_Feed
LN100267,2024-02-01,Current,116388.93,0,2024-02-08,Servicer_Feed
LN101571,2022-03-01,Current,278864.1,0,2022-03-07,Servicer_Feed
LN100642,2024-05-01,Current,222676.2366873163,0,2024-05-03,Servicer_Feed
LN101994,2024-05-01,Current,185705.01,0,2024-05-03,Servicer_Feed
LN100422,2023-10-01,Current,367539.18,0,2023-10-04,Servicer_Feed
LN101520,2024-07-01,Current,156151.01,0,2024-07-09,Servicer_Feed
LN100540,2024-10-01,Current,130950.1492625267,0,2024-10-06,Servicer_Feed
LN100546,2023-06-01,Current,609653.4202274489,0,2023-06-05,Servicer_Feed
LN101566,2021-09-01,Current,101245.51,0,2021-09-01,Servicer_Feed
LN100002,2022-03-01,Current,433379.7454611709,0,2022-03-05,Servicer_Feed
LN100545,2020-09-01,Current,223970.31,0,2020-09-09,Servicer_Feed
LN100298,2023-10-01,Current,226830.34,0,2023-06-01,Servicer_Feed
LN100909,2024-05-01,Current,274673.25,0,2024-01-01,Servicer_Feed
LN100221,2023-08-01,Current,183486.36,0,2023-08-02,Servicer_Feed
LN101363,2020-08-01,Current,176962.24,0,2020-08-02,Servicer_Feed
LN100778,2024-04-01,Current,290978.34,0,2024-04-04,Servicer_Feed
LN100363,2022-12-01,Current,206623.5,0,2022-12-10,Servicer_Feed
LN100048,2024-07-01,Current,442042.33,0,2024-07-04,Servicer_Feed
LN100993,2024-07-01,Current,161962.66,0,2024-07-06,Servicer_Feed
LN101677,2022-05-01,Current,180153.21376709413,0,2022-05-07,Servicer_Feed
LN100472,2024-12-01,Prepaid,414867.24,0,2024-12-01,Servicer_Feed
LN100078,2021-04-01,Current,170596.39125455587,0,2021-04-10,Servicer_Feed
LN100072,2019-08-01,Current,237637.4,0,2019-08-03,Servicer_Feed
LN101089,2021-06-01,Current,413186.18,0,2021-06-09,Servicer_Feed
LN101248,2022-06-01,Current,453002.8192377067,0,2022-06-07,Servicer_Feed
LN100968,2023-07-01,Current,182184.54,0,2023-07-02,Servicer_Feed
LN100122,2020-01-01,Current,304141.79,0,2020-01-09,Servicer_Feed
LN100204,2021-10-01,Current,183681.64,0,2021-10-08,Servicer_Feed
LN100717,2023-11-01,Current,198341.68,0,2023-11-09,Servicer_Feed
LN101169,2021-09-01,Current,226227.86,0,2021-09-01,Servicer_Feed
LN100996,2024-06-01,Current,173745.48,0,2024-06-02,Servicer_Feed
LN101358,2022-06-01,Current,180482.64,0,2022-02-01,Servicer_Feed
LN100639,2023-10-01,Current,141266.0,0,2023-10-05,Servicer_Feed
LN101198,2020-06-01,Current,129103.01,0,2020-02-01,Servicer_Feed
LN100639,2023-03-01,Current,142829.79,0,2023-03-08,Servicer_Feed
LN101483,2020-02-01,Current,174341.53,0,2020-02-06,Servicer_Feed
LN101570,2024-02-01,30DPD,389316.3947576341,30,2024-02-10,Servicer_Feed
LN100943,2022-06-01,Current,116682.85145256738,0,2022-06-05,Servicer_Feed
LN100477,2021-02-01,Current,167512.8799421359,0,2021-02-08,Servicer_Feed
LN101380,2023-03-01,Current,206794.24,0,2023-03-09,Servicer_Feed
LN101516,2019-08-01,Current,499503.58,0,2019-08-09,Servicer_Feed
LN100622,2023-10-01,Current,255861.55,0,2023-10-06,Servicer_Feed
LN101546,2023-08-01,Current,324018.6412836008,0,2023-08-06,Servicer_Feed
LN100317,2023-06-01,Current,401487.38,0,2023-06-10,Servicer_Feed
LN101812,2024-04-01,Current,341277.8,0,2024-04-03,Servicer_Feed
LN101901,2021-03-01,Current,232979.47,0,2021-03-01,Servicer_Feed
LN100476,2022-05-01,Current,180342.78,0,2022-01-01,Servicer_Feed
LN101696,2022-10-01,Current,173237.6993357165,0,2022-10-10,Servicer_Feed
LN101345,2024-07-01,60DPD,242801.85,60,2024-07-03,Servicer_Feed
LN100922,2019-06-01,Current,229693.77,0,2019-02-01,Servicer_Feed
LN100728,2024-03-01,Current,215462.5,0,2024-03-10,Servicer_Feed
LN101536,2022-09-01,Current,156209.67,0,2022-09-07,Servicer_Feed
LN100767,2022-12-01,Current,281195.31,0,2022-08-01,Servicer_Feed
LN100454,2021-10-01,Current,188623.13,0,2021-10-10,Servicer_Feed
LN101189,2023-06-01,Current,138458.97,0,2023-06-02,Servicer_Feed
LN101127,2023-07-01,Current,229633.23736489294,0,2023-07-07,Servicer_Feed
LN101245,2020-02-01,Current,271462.4306024614,0,2020-02-03,Servicer_Feed
LN100466,2020-01-01,Current,236609.32200131504,0,2020-01-07,Servicer_Feed
LN101854,2020-04-01,Current,342529.93,0,2020-04-10,Servicer_Feed
LN100796,2022-09-01,Current,274388.41,0,2022-09-09,Servicer_Feed
LN100668,2019-10-01,Current,262100.07,0,2019-10-10,Servicer_Feed
LN101961,2022-11-01,Current,245310.67,0,2022-07-01,Servicer_Feed
LN101169,2023-12-01,Current,216376.67,0,2023-12-04,Servicer_Feed
LN100939,2024-03-01,90DPD,127512.61,95,2024-03-09,Servicer_Feed
LN101922,2021-03-01,Current,219417.42,0,2021-03-07,Servicer_Feed
LN100485,2023-11-01,Current,234498.8,0,2023-11-02,Servicer_Feed
LN101004,2024-02-01,Current,234269.7826327875,0,2024-02-01,Servicer_Feed
LN101409,2023-06-01,Current,284090.03,0,2023-06-01,Servicer_Feed
LN100121,2021-06-01,Current,168185.79,0,2021-06-06,Servicer_Feed
LN101696,2021-11-01,Current,171544.15,0,2021-11-06,Servicer_Feed
LN101251,2023-02-01,Current,260712.33,0,2022-10-01,Servicer_Feed
LN100076,2021-11-01,Current,227195.1,0,2021-11-04,Servicer_Feed
LN101320,2024-07-01,Current,175037.83,0,2024-07-10,Servicer_Feed
LN100465,2022-04-01,Current,126306.45,0,2022-04-05,Servicer_Feed
LN101559,2022-01-01,Current,108774.96,0,2022-01-06,Servicer_Feed
LN101116,2019-01-01,Current,340979.71,0,2019-01-07,Servicer_Feed
LN100858,2023-05-01,Current,78813.03,0,2023-05-08,Servicer_Feed
LN100257,2023-02-01,Current,304426.98,0,2023-02-06,Servicer_Feed
LN100828,2020-02-01,Current,355780.49,0,2020-02-06,Servicer_Feed
LN100694,2022-07-01,Current,229037.42,0,2022-07-08,Servicer_Feed
LN100589,2024-05-01,Current,163961.21,0,2024-05-03,Servicer_Feed
LN101507,2022-01-01,Current,367022.71277085546,0,2022-01-07,Servicer_Feed
LN101007,2019-08-01,Current,520369.13,0,2019-08-02,Servicer_Feed
LN101349,2023-06-01,Current,372542.05,0,2023-06-08,Servicer_Feed
LN100045,2023-10-01,Current,165280.82,0,2023-10-01,Servicer_Feed
LN101336,2022-11-01,Current,160556.36,0,2022-07-01,Servicer_Feed
LN100616,2021-04-01,Current,326090.53,0,2021-04-04,Servicer_Feed
LN101344,2019-12-01,Current,416704.2284151901,0,2019-12-02,Servicer_Feed
LN100753,2019-12-01,Current,298228.92,0,2019-12-10,Servicer_Feed
LN100809,2023-07-01,Current,200011.49,0,2023-03-01,Servicer_Feed
LN101837,2021-08-01,Current,230702.15,0,2021-08-01,Servicer_Feed
LN101611,2021-09-01,Current,87134.78,0,2021-09-01,Servicer_Feed
LN101195,2019-01-01,Current,203778.9,0,2019-01-05,Servicer_Feed
LN100114,2021-08-01,Current,371162.91,0,2021-08-08,Servicer_Feed
LN100195,2023-11-01,Current,212810.08,0,2023-11-08,Servicer_Feed
LN101956,2020-06-01,Current,347543.53,0,2020-06-07,Servicer_Feed
LN101016,2024-02-01,Current,107421.86,0,2024-02-01,Servicer_Feed
LN100530,2019-09-01,Current,220679.28789704753,0,2019-09-10,Servicer_Feed
LN100867,2021-05-01,Current,461381.7,0,2021-05-05,Servicer_Feed
LN100057,2024-05-01,Current,486310.9,0,2024-05-06,Servicer_Feed
LN100902,2024-12-01,Current,173145.33,0,2024-12-06,Servicer_Feed
LN100997,2024-08-01,Current,211369.53,0,2024-08-04,Servicer_Feed
LN101232,2023-11-01,Current,512189.01,0,2023-11-07,Servicer_Feed
LN101895,2023-01-01,Current,193719.07,0,2022-09-01,Servicer_Feed
LN101290,2022-02-01,Current,178864.52,0,2022-02-04,Servicer_Feed
LN101909,2021-12-01,Current,129785.47,0,2021-12-01,Servicer_Feed
LN101403,2024-06-01,Current,178520.39,0,2024-06-02,Servicer_Feed
LN101540,2022-01-01,Current,149643.9,0,2022-01-09,Servicer_Feed
LN100721,2023-01-01,Current,352516.67036437686,0,2023-01-04,Servicer_Feed
LN101411,2020-09-01,Current,384723.98,0,2020-09-01,Servicer_Feed
LN100872,2024-11-01,Current,198324.72,0,2024-11-10,Servicer_Feed
LN100425,2023-11-01,Current,101518.05,0,2023-11-05,Servicer_Feed
LN100404,2023-11-01,Current,272274.09,0,2023-11-09,Servicer_Feed
LN101763,2021-07-01,Current,204936.28,0,2021-07-06,Servicer_Feed
LN101335,2022-02-01,Current,402469.12,0,2022-02-03,Servicer_Feed
LN101477,2021-03-01,Current,90660.34,0,2021-03-07,Servicer_Feed
LN100808,2024-02-01,Current,233683.18,0,2023-10-01,Servicer_Feed
LN100202,2020-10-01,Current,258984.0,0,2020-10-08,Servicer_Feed
LN101280,2024-10-01,Current,142948.53,0,2024-10-03,Servicer_Feed
LN101674,2023-06-01,30DPD,201746.31,30,2023-02-01,Servicer_Feed
LN100690,2023-10-01,Current,180440.07,0,2023-06-01,Servicer_Feed
LN101679,2024-10-01,Current,161805.12,0,2024-10-08,Servicer_Feed
LN100138,2022-06-01,Current,528534.37,0,2022-06-02,Servicer_Feed
LN101180,2024-04-01,Current,260827.8,0,2024-04-01,Servicer_Feed
LN101306,2023-05-01,Current,481831.41,0,2023-05-01,Servicer_Feed
LN100034,2020-04-01,Current,292306.03,0,2020-04-04,Servicer_Feed
LN101948,2021-07-01,Current,126298.96,0,2021-07-07,Servicer_Feed
LN101985,2024-11-01,Current,381448.687223778,0,2024-11-03,Servicer_Feed
LN100146,2024-05-01,Current,175068.75,0,2024-05-03,Servicer_Feed
LN100219,2023-11-01,Current,167497.61448438282,0,2023-11-06,Servicer_Feed
LN100301,2024-12-01,Current,87442.27,0,2024-08-01,Servicer_Feed
LN100627,2023-08-01,Current,182204.6,0,2023-08-03,Servicer_Feed
LN101156,2023-06-01,Current,332947.49,0,2023-02-01,Servicer_Feed
LN100977,2023-10-01,Current,54884.84,0,2023-10-02,Servicer_Feed
LN100041,2024-06-01,Current,149213.09,0,2024-02-01,Servicer_Feed
LN101474,2024-10-01,Current,341729.48,0,2024-10-06,Servicer_Feed
LN101078,2024-09-01,Current,295134.56,0,2024-09-04,Servicer_Feed
LN101224,2024-04-01,Current,143808.95,0,2024-04-02,Servicer_Feed
LN101875,2023-07-01,Current,132590.43,0,2023-03-01,Servicer_Feed
LN101189,2024-08-01,Current,129859.77,0,2024-04-01,Servicer_Feed
LN100414,2023-04-01,Current,194065.17737453184,0,2023-04-08,Servicer_Feed
LN100444,2023-06-01,Current,360561.62,0,2023-06-10,Servicer_Feed
LN100083,2024-07-01,Current,261738.8,0,2024-07-07,Servicer_Feed
LN101071,2023-11-01,Current,205708.95,0,2023-11-04,Servicer_Feed
LN100405,2022-03-01,Current,238304.42,0,2022-03-06,Servicer_Feed
LN101827,2024-02-01,Current,298756.24,0,2024-02-04,Servicer_Feed
LN101840,2022-09-01,Current,354873.61,0,2022-05-01,Servicer_Feed
LN101862,2024-07-01,Current,461736.08,0,2024-03-01,Servicer_Feed
LN101236,2019-04-01,Current,414972.64,0,2018-12-01,Servicer_Feed
LN101656,2021-11-01,Current,420080.98,0,2021-11-02,Servicer_Feed
LN101481,2022-09-01,Current,191199.78,0,2022-09-10,Servicer_Feed
LN100834,2024-07-01,Current,232805.58,0,2024-07-08,Servicer_Feed
LN101802,2021-07-01,Current,466290.7313093674,0,2021-07-06,Servicer_Feed
LN101328,2022-05-01,Current,236196.73,0,2022-05-04,Servicer_Feed
LN100534,2023-06-01,Current,143354.3,0,2023-06-10,Servicer_Feed
LN100260,2024-04-01,Current,339094.92,0,2023-12-01,Servicer_Feed
LN100820,2023-05-01,Current,300183.1,0,2023-05-04,Servicer_Feed
LN100766,2021-10-01,Current,546822.76,0,2021-10-06,Servicer_Feed
LN101841,2021-01-01,Current,163202.57,0,2020-09-01,Servicer_Feed
LN100594,2019-08-01,Current,166517.85,0,2019-04-01,Servicer_Feed
LN100165,2023-07-01,Current,303834.09,0,2023-07-06,Servicer_Feed
LN100194,2022-06-01,Current,334053.11,0,2022-02-01,Servicer_Feed
LN100327,2019-11-01,Current,413486.35,0,2019-11-10,Servicer_Feed
LN101389,2022-03-01,Current,245488.7968656152,0,2022-03-06,Servicer_Feed
LN100096,2023-12-01,Current,131984.3,0,2023-12-09,Servicer_Feed
LN101003,2023-09-01,Current,636984.78,0,2023-05-01,Servicer_Feed
LN101750,2024-05-01,Current,227702.34,0,2024-05-06,Servicer_Feed
LN100260,2024-11-01,Current,335328.74,0,2024-11-08,Servicer_Feed
LN100156,2023-10-01,Current,289464.46,0,2023-10-10,Servicer_Feed
LN100798,2023-10-01,Current,489100.39,0,2023-10-10,Servicer_Feed
LN100778,2024-07-01,Current,289555.99,0,2024-07-10,Servicer_Feed
LN101358,2022-01-01,Current,183762.18,0,2022-01-10,Servicer_Feed
LN100606,2021-06-01,Current,326890.19,0,2021-06-01,Servicer_Feed
LN100438,2023-11-01,Current,109168.24,0,2023-07-01,Servicer_Feed
LN101307,2022-08-01,Current,197199.1,0,2022-08-08,Servicer_Feed
LN100788,2023-10-01,Current,233843.19,0,2023-06-01,Servicer_Feed
LN101990,2021-02-01,Current,148862.72006729184,0,2021-02-09,Servicer_Feed
LN101221,2021-08-01,Current,252464.96,0,2021-08-07,Servicer_Feed
LN100700,2020-08-01,Current,142928.56,0,2020-08-10,Servicer_Feed
LN100100,2024-05-01,Current,224962.27,0,2024-05-01,Servicer_Feed
LN100982,2023-12-01,Current,373592.44,0,2023-12-08,Servicer_Feed
LN101935,2024-11-01,Current,309698.03,0,2024-07-01,Servicer_Feed
LN100568,2024-08-01,Current,221430.1404855677,0,2024-08-04,Servicer_Feed
LN100712,2021-01-01,Current,290711.23,0,2021-01-02,Servicer_Feed
LN100459,2020-12-01,Current,322865.05318982934,0,2020-12-08,Servicer_Feed
LN100942,2023-12-01,Current,182986.8261077876,0,2023-12-06,Servicer_Feed
LN100809,2022-04-01,Current,204885.33,0,2022-04-10,Servicer_Feed
LN101505,2020-04-01,Current,433265.75,0,2020-04-04,Servicer_Feed
LN100225,2021-07-01,Current,260335.43,0,2021-03-01,Servicer_Feed
LN100724,2024-05-01,Current,225710.52,0,2024-05-10,Servicer_Feed
LN100282,2024-03-01,Current,313647.11,0,2024-03-10,Servicer_Feed
LN100252,2023-09-01,Current,189446.7,0,2023-09-02,Servicer_Feed
LN101784,2023-07-01,Current,198820.76,0,2023-07-09,Servicer_Feed
LN101554,2021-12-01,Current,266467.79,0,2021-12-02,Servicer_Feed
LN100601,2024-07-01,Current,193703.94,0,2024-07-01,Servicer_Feed
LN101254,2023-11-01,Current,265564.9,0,2023-07-01,Servicer_Feed
LN101044,2023-07-01,Current,233426.48,0,2023-03-01,Servicer_Feed
LN101482,2023-01-01,Current,232583.1209262228,0,2023-01-06,Servicer_Feed
LN101977,2024-06-01,Current,157740.14,0,2024-06-02,Servicer_Feed
LN100990,2024-09-01,Current,657108.94,0,2024-09-08,Servicer_Feed
LN101452,2024-03-01,Current,184080.88,0,2024-03-09,Servicer_Feed
LN101402,2022-04-01,Current,338303.60092738335,0,2022-04-06,Servicer_Feed
LN101170,2021-05-01,Current,557261.0830181437,0,2021-05-05,Servicer_Feed
LN101593,2023-07-01,Current,376303.34,0,2023-07-08,Servicer_Feed
LN101395,2022-08-01,Current,178029.92,0,2022-08-02,Servicer_Feed
LN100561,2023-12-01,Current,181017.62,0,2023-12-01,Servicer_Feed
LN101358,2024-04-01,Current,165429.26,0,2024-04-09,Servicer_Feed
LN100983,2024-11-01,Current,485218.48,0,2024-11-02,Servicer_Feed
LN101755,2024-04-01,Current,323336.08,0,2024-04-02,Servicer_Feed
LN100545,2020-12-01,Current,222919.1,0,2020-08-01,Servicer_Feed
LN100963,2022-09-01,Current,418608.91,0,2022-09-06,Servicer_Feed
LN100270,2021-10-01,Current,237143.19,0,2021-10-05,Servicer_Feed
LN101549,2022-05-01,Current,341701.65,0,2022-05-06,Servicer_Feed
LN100657,2024-01-01,Current,354731.11,0,2024-01-09,Servicer_Feed
LN100324,2020-10-01,Current,209511.32,0,2020-10-08,Servicer_Feed
LN100402,2020-05-01,Current,118870.55,0,2020-05-07,Servicer_Feed
LN100192,2022-05-01,Current,207279.12,0,2022-05-01,Servicer_Feed
LN101834,2023-08-01,Current,311240.69,0,2023-04-01,Servicer_Feed
LN100494,2024-06-01,Current,321589.75,0,2024-06-05,Servicer_Feed
LN101049,2024-01-01,Current,119227.61,0,2024-01-08,Servicer_Feed
LN100655,2019-10-01,Current,625586.76,0,2019-10-08,Servicer_Feed
LN100383,2024-05-01,Current,296351.001215952,0,2024-05-07,Servicer_Feed
LN101077,2022-07-01,Current,348658.14,0,2022-07-03,Servicer_Feed
LN100728,2024-12-01,Current,286004.0205183938,0,2024-12-01,Servicer_Feed
LN100918,2024-06-01,Current,57395.67,0,2024-02-01,Servicer_Feed
LN101482,2024-02-01,Current,175556.71,0,2024-02-07,Servicer_Feed
LN101610,2024-04-01,Current,286483.17,0,2023-12-01,Servicer_Feed
LN101148,2023-05-01,Current,209686.33,0,2023-05-01,Servicer_Feed
LN100544,2024-10-01,Current,323214.26,0,2024-10-07,Servicer_Feed
LN101615,2019-12-01,Current,272367.01,0,2019-12-07,Servicer_Feed
LN101569,2024-11-01,Current,194364.91,0,2024-11-08,Servicer_Feed
LN100425,2022-11-01,Current,113445.38507426159,0,2022-11-07,Servicer_Feed
LN101303,2024-12-01,Current,145971.45,0,2024-12-06,Servicer_Feed
LN101195,2021-04-01,Current,186377.0,0,2020-12-01,Servicer_Feed
LN100299,2024-01-01,Current,205200.89,0,2023-09-01,Servicer_Feed
LN100626,2020-07-01,Current,222036.0,0,2020-03-01,Servicer_Feed
LN101685,2024-09-01,Current,186209.88,0,2024-09-08,Servicer_Feed
LN100134,2023-09-01,Current,114198.46,0,2023-09-09,Servicer_Feed
LN100019,2022-12-01,Current,155022.51,0,2022-12-01,Servicer_Feed
LN100921,2024-02-01,Current,204295.6,0,2023-10-01,Servicer_Feed
LN101360,2022-05-01,Current,112197.05,0,2022-05-02,Servicer_Feed
LN101505,2020-11-01,Current,428562.21,0,2020-07-01,Servicer_Feed
LN100635,2023-05-01,30DPD,416775.1486180346,30,2023-05-09,Servicer_Feed
LN100942,2024-09-01,Current,227107.61,0,2024-09-07,Servicer_Feed
LN101779,2023-12-01,Current,422649.9,0,2023-12-09,Servicer_Feed
LN101146,2020-08-01,Current,223658.73,0,2020-08-03,Servicer_Feed
LN101894,2022-05-01,Current,111517.0877522038,0,2022-05-09,Servicer_Feed
LN100634,2021-10-01,Current,251533.34,0,2021-10-06,Servicer_Feed
LN100625,2023-01-01,Current,320610.79,0,2023-01-06,Servicer_Feed
LN100037,2024-10-01,Current,151479.17,0,2024-10-06,Servicer_Feed
LN100349,2024-11-01,Current,231437.86,0,2024-11-07,Servicer_Feed
LN101725,2022-10-01,Current,112128.91,0,2022-06-01,Servicer_Feed
LN101989,2023-04-01,Current,585945.47,0,2023-04-02,Servicer_Feed
LN100615,2019-09-01,Current,148909.11,0,2023-11-05,Servicer_Feed
LN101717,2024-11-01,Prepaid,262659.07,0,2024-11-10,Servicer_Feed
LN100338,2023-07-01,Current,224900.43,0,2023-07-01,Servicer_Feed
LN101670,2021-05-01,Current,291536.39,0,2021-05-04,Servicer_Feed
LN101512,2021-03-01,30DPD,190721.05,30,2021-03-08,Servicer_Feed
LN100877,2024-08-01,Current,158318.37773833034,0,2024-08-06,Servicer_Feed
LN101573,2024-01-01,Current,152146.87096000093,0,2024-01-03,Servicer_Feed
LN101255,2024-02-01,Current,198314.13,0,2024-02-09,Servicer_Feed
LN101028,2023-02-01,Current,171797.05,0,2023-02-02,Servicer_Feed
LN101753,2024-02-01,Current,142981.83,0,2024-02-09,Servicer_Feed
LN100298,2023-12-01,Current,226121.04,0,2023-12-04,Servicer_Feed
LN100555,2023-05-01,Current,175420.42,0,2023-01-01,Servicer_Feed
LN101846,2024-07-01,Current,279912.92,0,2024-07-04,Servicer_Feed
LN101543,2023-09-01,Current,287464.8989486172,0,2023-09-03,Servicer_Feed
LN101648,2024-11-01,Current,231537.39224579977,0,2024-11-02,Servicer_Feed
LN101884,2019-08-01,Current,407154.79,0,2019-08-08,Servicer_Feed
LN100001,2021-01-01,Current,153027.05,0,2021-01-09,Servicer_Feed
LN101273,2022-05-01,Current,372808.4,0,2022-05-02,Servicer_Feed
LN101968,2024-11-01,30DPD,170870.87,30,2024-11-09,Servicer_Feed
LN100726,2022-02-01,Current,236067.97,0,2022-02-09,Servicer_Feed
LN101730,2024-06-01,Current,210761.72,0,2024-06-08,Servicer_Feed
LN100142,2022-10-01,Current,158360.45,0,2022-10-04,Servicer_Feed
LN100631,2024-05-01,Current,249299.05,0,2024-05-09,Servicer_Feed
LN101901,2021-01-01,Current,233716.59,0,2020-09-01,Servicer_Feed
LN101664,2022-09-01,Current,237593.25,0,2022-09-09,Servicer_Feed
LN101965,2022-12-01,Current,137736.98,0,2022-08-01,Servicer_Feed
LN101055,2024-03-01,Current,205849.2,0,2024-03-02,Servicer_Feed
LN101615,2022-01-01,Current,291812.04966165853,0,2022-01-01,Servicer_Feed
LN100491,2020-05-01,Current,194178.48,0,2020-05-10,Servicer_Feed
LN101956,2021-10-01,Current,338769.75,0,2021-10-03,Servicer_Feed
LN100067,2022-12-01,Current,231492.02,0,2022-12-10,Servicer_Feed
LN101799,2021-01-01,Current,351395.79,0,2021-01-05,Servicer_Feed
LN100190,2020-10-01,Current,225461.97,0,2020-06-01,Servicer_Feed
LN100365,2023-09-01,Current,99658.53,0,2023-09-06,Servicer_Feed
LN100883,2021-06-01,Current,118642.13,0,2021-06-05,Servicer_Feed
LN100066,2021-03-01,Current,125072.64,0,2021-03-09,Servicer_Feed
LN101559,2023-09-01,Current,105199.56,0,2023-09-07,Servicer_Feed
LN100320,2023-09-01,Current,231071.08,0,2023-09-09,Servicer_Feed
LN100923,2020-06-01,Current,503070.16,0,2020-06-04,Servicer_Feed
