loan_id,reporting_month,data_quality_score
LN100545,2021-12-01,100.0
LN100545,2022-01-01,100.0
LN100545,2022-02-01,100.0
LN100545,2022-03-01,100.0
LN100545,2022-04-01,100.0
LN100545,2022-05-01,95.83
LN100545,2022-06-01,100.0
LN100545,2022-07-01,100.0
LN100545,2022-08-01,100.0
LN100545,2022-09-01,100.0
LN100545,2022-10-01,100.0
LN100545,2022-11-01,100.0
LN100545,2022-12-01,100.0
LN100545,2023-01-01,100.0
LN100545,2023-02-01,100.0
LN100545,2023-03-01,100.0
LN100545,2023-04-01,100.0
LN100545,2023-05-01,100.0
LN100545,2023-06-01,100.0
LN100545,2023-07-01,100.0
LN100545,2023-08-01,100.0
LN100545,2023-09-01,100.0
LN100545,2023-10-01,100.0
LN100545,2023-11-01,100.0
LN100545,2023-12-01,100.0
LN100546,2019-01-01,98.75
LN100546,2019-02-01,98.75
LN100546,2019-03-01,98.75
LN100546,2019-04-01,98.75
LN100546,2019-05-01,98.75
LN100546,2019-06-01,98.75
LN100546,2019-07-01,98.75
LN100546,2019-08-01,98.75
LN100546,2019-09-01,98.75
LN100546,2019-10-01,98.75
LN100546,2019-11-01,98.75
LN100546,2019-12-01,94.58
LN100546,2020-01-01,94.58
LN100546,2020-02-01,98.75
LN100546,2020-03-01,98.75
LN100546,2020-04-01,98.75
LN100546,2020-05-01,98.75
LN100546,2020-06-01,98.75
LN100546,2020-07-01,98.75
LN100546,2020-08-01,36.25
LN100546,2020-09-01,98.75
LN100546,2020-10-01,98.75
LN100546,2020-11-01,98.75
LN100546,2020-12-01,98.75
LN100546,2021-01-01,98.75
LN100546,2021-02-01,98.75
LN100546,2021-03-01,94.58
LN100546,2021-04-01,98.75
LN100546,2021-05-01,36.25
LN100546,2021-06-01,98.75
LN100546,2021-07-01,98.75
LN100546,2021-08-01,98.75
LN100546,2021-09-01,98.75
LN100546,2021-10-01,98.75
LN100546,2021-11-01,97.5
LN100546,2021-12-01,97.5
LN100546,2022-01-01,97.5
LN100546,2022-02-01,97.5
LN100546,2022-03-01,97.5
LN100546,2022-04-01,97.5
LN100546,2022-05-01,97.5
LN100546,2022-06-01,97.5
LN100546,2022-07-01,97.5
LN100546,2022-08-01,93.33
LN100546,2022-09-01,97.5
LN100546,2022-10-01,97.5
LN100546,2022-11-01,97.5
LN100546,2022-12-01,97.5
LN100546,2023-01-01,97.5
LN100546,2023-02-01,97.5
LN100546,2023-03-01,97.5
LN100546,2023-04-01,97.5
LN100546,2023-05-01,97.5
LN100546,2023-06-01,26.25
LN100546,2023-07-01,97.5
LN100546,2023-08-01,97.5
LN100546,2023-09-01,97.5
LN100546,2023-10-01,97.5
LN100546,2023-11-01,97.5
LN100546,2023-12-01,97.5
LN100547,2023-09-01,100.0
LN100547,2023-10-01,100.0
LN100547,2023-11-01,100.0
LN100547,2023-12-01,100.0
LN100547,2023-12-01,100.0
LN100548,2020-06-01,100.0
LN100548,2020-07-01,100.0
LN100548,2020-08-01,100.0
LN100548,2020-09-01,100.0
LN100548,2020-10-01,100.0
LN100548,2020-11-01,95.0
LN100548,2020-12-01,100.0
LN100548,2021-01-01,100.0
LN100548,2021-02-01,100.0
LN100548,2021-03-01,100.0
LN100548,2021-04-01,100.0
LN100548,2021-05-01,95.0
LN100548,2021-06-01,100.0
LN100548,2021-07-01,100.0
LN100548,2021-08-01,100.0
LN100548,2021-09-01,100.0
LN100548,2021-10-01,100.0
LN100548,2021-11-01,100.0
LN100548,2021-12-01,100.0
LN100548,2022-01-01,100.0
LN100548,2022-02-01,100.0
LN100548,2022-03-01,100.0
LN100548,2022-04-01,100.0
LN100548,2022-05-01,95.83
LN100548,2022-06-01,100.0
LN100548,2022-07-01,100.0
LN100548,2022-08-01,100.0
LN100548,2022-09-01,60.0
LN100548,2022-10-01,100.0
LN100548,2022-11-01,100.0
LN100548,2022-12-01,100.0
LN100548,2023-01-01,100.0
LN100548,2023-02-01,100.0
LN100548,2023-03-01,95.83
LN100548,2023-04-01,100.0
LN100548,2023-05-01,100.0
LN100548,2023-06-01,100.0
LN100548,2023-07-01,100.0
LN100548,2023-08-01,100.0
LN100548,2023-09-01,100.0
LN100548,2023-10-01,100.0
LN100548,2023-11-01,100.0
LN100548,2023-12-01,100.0
LN100549,2022-05-01,95.0
LN100549,2022-06-01,100.0
LN100549,2022-07-01,100.0
LN100549,2022-08-01,60.0
LN100549,2022-09-01,100.0
LN100549,2022-10-01,100.0
LN100549,2022-11-01,100.0
LN100549,2022-12-01,100.0
LN100549,2023-01-01,100.0
LN100549,2023-02-01,100.0
LN100549,2023-03-01,100.0
LN100549,2023-04-01,95.83
LN100549,2023-05-01,100.0
LN100549,2023-06-01,100.0
LN100549,2023-07-01,100.0
LN100549,2023-08-01,100.0
LN100549,2023-09-01,60.0
LN100549,2023-10-01,100.0
LN100549,2023-11-01,100.0
LN100549,2023-12-01,100.0
LN100550,2023-09-01,97.5
LN100550,2023-10-01,97.5
LN100550,2023-11-01,97.5
LN100550,2023-12-01,97.5
LN100551,2019-03-01,98.75
LN100551,2019-04-01,98.75
LN100551,2019-05-01,98.75
LN100551,2019-06-01,98.75
LN100551,2019-07-01,98.75
LN100552,2019-01-01,98.75
LN100552,2019-02-01,98.75
LN100552,2019-03-01,98.75
LN100552,2019-04-01,98.75
LN100552,2019-05-01,98.75
LN100552,2019-06-01,98.75
LN100552,2019-07-01,98.75
LN100552,2019-08-01,98.75
LN100552,2019-09-01,98.75
LN100552,2019-10-01,98.75
LN100552,2019-11-01,98.75
LN100552,2019-12-01,98.75
LN100552,2020-01-01,94.58
LN100552,2020-02-01,98.75
LN100552,2020-03-01,98.75
LN100552,2020-04-01,98.75
LN100552,2020-05-01,98.75
LN100552,2020-06-01,98.75
LN100552,2020-07-01,98.75
LN100552,2020-08-01,98.75
LN100552,2020-09-01,98.75
LN100552,2020-10-01,98.75
LN100552,2020-11-01,98.75
LN100552,2020-12-01,98.75
LN100552,2021-01-01,98.75
LN100552,2021-02-01,58.75
LN100552,2021-03-01,98.75
LN100552,2021-04-01,98.75
LN100552,2021-05-01,98.75
LN100552,2021-06-01,98.75
LN100552,2021-07-01,98.75
LN100552,2021-08-01,93.75
LN100552,2021-09-01,98.75
LN100552,2021-10-01,98.75
LN100552,2021-11-01,97.5
LN100552,2021-12-01,97.5
LN100552,2022-01-01,97.5
LN100552,2022-02-01,57.5
LN100552,2022-03-01,97.5
LN100552,2022-04-01,97.5
LN100552,2022-05-01,97.5
LN100552,2022-06-01,97.5
LN100552,2022-07-01,97.5
LN100552,2022-08-01,97.5
LN100552,2022-09-01,97.5
LN100552,2022-10-01,97.5
LN100552,2022-11-01,97.5
LN100552,2022-12-01,97.5
LN100552,2023-01-01,97.5
LN100552,2023-02-01,97.5
LN100552,2023-03-01,97.5
LN100552,2023-04-01,97.5
LN100552,2023-05-01,97.5
LN100552,2023-06-01,97.5
LN100552,2023-07-01,97.5
LN100552,2023-08-01,97.5
LN100552,2023-09-01,97.5
LN100552,2023-10-01,36.25
LN100552,2023-11-01,97.5
LN100552,2023-12-01,97.5
LN100553,2019-01-01,100.0
LN100553,2019-02-01,100.0
LN100553,2019-03-01,100.0
LN100553,2019-04-01,100.0
LN100553,2019-05-01,100.0
LN100553,2019-06-01,100.0
LN100553,2019-07-01,100.0
LN100553,2019-08-01,100.0
LN100553,2019-09-01,100.0
LN100553,2019-10-01,100.0
LN100553,2019-11-01,100.0
LN100553,2019-12-01,100.0
LN100553,2020-01-01,100.0
LN100553,2020-02-01,95.0
LN100553,2020-03-01,60.0
LN100553,2020-04-01,100.0
LN100553,2020-05-01,100.0
LN100553,2020-06-01,100.0
LN100553,2020-07-01,100.0
LN100553,2020-08-01,100.0
LN100553,2020-09-01,100.0
LN100553,2020-10-01,100.0
LN100553,2020-11-01,100.0
LN100553,2020-12-01,100.0
LN100553,2021-01-01,100.0
LN100553,2021-02-01,100.0
LN100553,2021-03-01,100.0
LN100553,2021-04-01,100.0
LN100553,2021-05-01,100.0
LN100553,2021-06-01,100.0
LN100553,2021-07-01,100.0
LN100553,2021-08-01,100.0
LN100553,2021-09-01,37.5
LN100553,2021-10-01,100.0
LN100553,2021-11-01,100.0
LN100553,2021-12-01,100.0
LN100553,2022-01-01,37.5
LN100553,2022-02-01,100.0
LN100553,2022-03-01,95.0
LN100553,2022-04-01,100.0
LN100553,2022-05-01,100.0
LN100553,2022-06-01,100.0
LN100553,2022-07-01,100.0
LN100553,2022-08-01,100.0
LN100553,2022-09-01,100.0
LN100553,2022-10-01,100.0
LN100553,2022-11-01,100.0
LN100553,2022-12-01,60.0
LN100553,2023-01-01,100.0
LN100553,2023-02-01,100.0
LN100553,2023-03-01,100.0
LN100553,2023-04-01,95.83
LN100553,2023-05-01,100.0
LN100553,2023-06-01,95.83
LN100553,2023-07-01,100.0
LN100553,2023-08-01,100.0
LN100553,2023-09-01,100.0
LN100553,2023-10-01,100.0
LN100553,2023-11-01,100.0
LN100553,2023-12-01,100.0
LN100554,2019-10-01,100.0
LN100554,2019-11-01,100.0
LN100554,2019-12-01,100.0
LN100554,2020-01-01,100.0
LN100554,2020-02-01,100.0
LN100554,2020-03-01,100.0
LN100554,2020-04-01,100.0
LN100554,2020-05-01,100.0
LN100554,2020-06-01,100.0
LN100554,2020-07-01,100.0
LN100554,2020-08-01,100.0
LN100554,2020-09-01,100.0
LN100554,2020-10-01,100.0
LN100554,2020-11-01,100.0
LN100554,2020-12-01,100.0
LN100554,2021-01-01,100.0
LN100554,2021-02-01,100.0
LN100554,2021-03-01,100.0
LN100554,2021-04-01,100.0
LN100554,2021-05-01,95.83
LN100554,2021-06-01,100.0
LN100554,2021-07-01,100.0
LN100554,2021-08-01,100.0
LN100554,2021-09-01,100.0
LN100554,2021-10-01,100.0
LN100554,2021-11-01,100.0
LN100554,2021-12-01,100.0
LN100554,2022-01-01,95.83
LN100554,2022-02-01,100.0
LN100554,2022-03-01,100.0
LN100554,2022-04-01,100.0
LN100554,2022-05-01,100.0
LN100554,2022-06-01,100.0
LN100554,2022-07-01,100.0
LN100554,2022-08-01,100.0
LN100554,2022-09-01,100.0
LN100554,2022-10-01,100.0
LN100554,2022-11-01,100.0
LN100554,2022-12-01,37.5
LN100554,2023-01-01,100.0
LN100554,2023-02-01,100.0
LN100554,2023-03-01,100.0
LN100554,2023-04-01,100.0
LN100554,2023-05-01,100.0
LN100554,2023-06-01,100.0
LN100554,2023-07-01,100.0
LN100554,2023-08-01,100.0
LN100554,2023-09-01,100.0
LN100554,2023-10-01,100.0
LN100554,2023-11-01,100.0
LN100554,2023-12-01,100.0
LN100555,2019-04-01,100.0
LN100555,2019-05-01,100.0
LN100555,2019-06-01,100.0
LN100555,2019-07-01,100.0
LN100555,2019-08-01,100.0
LN100555,2019-09-01,100.0
LN100555,2019-10-01,100.0
LN100555,2019-11-01,95.83
LN100555,2019-12-01,100.0
LN100555,2020-01-01,100.0
LN100555,2020-02-01,100.0
LN100555,2020-03-01,100.0
LN100555,2020-04-01,100.0
LN100555,2020-05-01,100.0
LN100555,2020-06-01,100.0
LN100555,2020-07-01,100.0
LN100555,2020-08-01,100.0
LN100555,2020-09-01,100.0
LN100555,2020-10-01,100.0
LN100555,2020-11-01,100.0
LN100555,2020-12-01,100.0
LN100555,2021-01-01,100.0
LN100555,2021-02-01,100.0
LN100555,2021-03-01,100.0
LN100555,2021-04-01,100.0
LN100555,2021-05-01,100.0
LN100555,2021-06-01,95.0
LN100555,2021-07-01,100.0
LN100555,2021-08-01,100.0
LN100555,2021-09-01,100.0
LN100555,2021-10-01,100.0
LN100555,2021-11-01,100.0
LN100555,2021-12-01,100.0
LN100555,2022-01-01,100.0
LN100555,2022-02-01,100.0
LN100555,2022-03-01,100.0
LN100555,2022-04-01,100.0
LN100555,2022-05-01,100.0
LN100555,2022-06-01,100.0
LN100555,2022-07-01,100.0
LN100555,2022-08-01,100.0
LN100555,2022-09-01,100.0
LN100555,2022-10-01,100.0
LN100555,2022-11-01,100.0
LN100555,2022-12-01,100.0
LN100555,2023-01-01,100.0
LN100555,2023-02-01,95.0
LN100555,2023-03-01,100.0
LN100555,2023-04-01,100.0
LN100555,2023-05-01,95.0
LN100555,2023-06-01,100.0
LN100555,2023-07-01,100.0
LN100555,2023-08-01,100.0
LN100555,2023-09-01,100.0
LN100555,2023-10-01,100.0
LN100555,2023-11-01,100.0
LN100555,2023-12-01,100.0
LN100556,2023-03-01,100.0
LN100556,2023-04-01,100.0
LN100556,2023-05-01,100.0
LN100556,2023-06-01,100.0
LN100556,2023-07-01,100.0
LN100556,2023-08-01,100.0
LN100556,2023-09-01,100.0
LN100556,2023-10-01,100.0
LN100556,2023-11-01,100.0
LN100556,2023-12-01,100.0
LN100557,2022-02-01,100.0
LN100557,2022-03-01,100.0
LN100557,2022-04-01,100.0
LN100557,2022-05-01,100.0
LN100557,2022-06-01,100.0
LN100557,2022-07-01,60.0
LN100557,2022-08-01,100.0
LN100557,2022-09-01,100.0
LN100557,2022-10-01,100.0
LN100557,2022-11-01,100.0
LN100557,2022-12-01,100.0
LN100557,2023-01-01,100.0
LN100557,2023-02-01,100.0
LN100557,2023-03-01,100.0
LN100557,2023-04-01,100.0
LN100557,2023-05-01,95.83
LN100557,2023-06-01,100.0
LN100559,2023-02-01,93.75
LN100559,2023-03-01,98.75
LN100559,2023-04-01,98.75
LN100559,2023-05-01,98.75
LN100559,2023-06-01,98.75
LN100559,2023-07-01,98.75
LN100559,2023-08-01,98.75
LN100559,2023-09-01,98.75
LN100559,2023-10-01,98.75
LN100559,2023-11-01,98.75
LN100559,2023-12-01,98.75
LN100560,2023-12-01,97.5
LN100561,2020-03-01,100.0
LN100561,2020-04-01,100.0
LN100561,2020-05-01,100.0
LN100561,2020-06-01,100.0
LN100561,2020-07-01,100.0
LN100561,2020-08-01,100.0
LN100561,2020-09-01,100.0
LN100561,2020-10-01,100.0
LN100561,2020-11-01,100.0
LN100561,2020-12-01,100.0
LN100561,2021-01-01,100.0
LN100561,2021-02-01,38.75
LN100561,2021-03-01,100.0
LN100561,2021-04-01,100.0
LN100561,2021-05-01,100.0
LN100561,2021-06-01,100.0
LN100561,2021-07-01,100.0
LN100561,2021-08-01,100.0
LN100561,2021-09-01,38.75
LN100561,2021-10-01,100.0
LN100561,2021-11-01,100.0
LN100561,2021-12-01,60.0
LN100561,2022-01-01,100.0
LN100561,2022-02-01,100.0
LN100561,2022-03-01,100.0
LN100561,2022-04-01,100.0
LN100561,2022-05-01,100.0
LN100561,2022-06-01,100.0
LN100561,2022-07-01,100.0
LN100561,2022-08-01,100.0
LN100561,2022-09-01,100.0
LN100561,2022-10-01,100.0
LN100561,2022-11-01,100.0
LN100561,2022-12-01,100.0
LN100561,2023-01-01,100.0
LN100561,2023-02-01,100.0
LN100561,2023-03-01,100.0
LN100561,2023-04-01,100.0
LN100561,2023-05-01,100.0
LN100561,2023-06-01,100.0
LN100561,2023-07-01,100.0
LN100561,2023-08-01,100.0
LN100561,2023-09-01,100.0
LN100561,2023-10-01,100.0
LN100561,2023-11-01,100.0
LN100561,2023-12-01,100.0
LN100562,2020-06-01,100.0
LN100562,2020-07-01,100.0
LN100562,2020-08-01,100.0
LN100562,2020-09-01,100.0
LN100562,2020-10-01,100.0
LN100562,2020-11-01,100.0
LN100562,2020-12-01,100.0
LN100562,2021-01-01,100.0
LN100562,2021-02-01,100.0
LN100562,2021-03-01,100.0
LN100562,2021-04-01,100.0
LN100562,2021-05-01,100.0
LN100562,2021-06-01,100.0
LN100562,2021-07-01,100.0
LN100562,2021-08-01,100.0
LN100562,2021-08-01,100.0
LN100562,2021-09-01,100.0
LN100562,2021-10-01,38.75
LN100562,2021-11-01,100.0
LN100562,2021-12-01,100.0
LN100562,2022-01-01,100.0
LN100562,2022-02-01,100.0
LN100562,2022-03-01,100.0
LN100562,2022-04-01,100.0
LN100562,2022-05-01,100.0
LN100562,2022-06-01,95.83
LN100562,2022-07-01,100.0
LN100562,2022-08-01,100.0
LN100562,2022-09-01,100.0
LN100562,2022-10-01,100.0
LN100562,2022-11-01,100.0
LN100562,2022-12-01,100.0
LN100562,2023-01-01,100.0
LN100562,2023-02-01,100.0
LN100562,2023-03-01,100.0
LN100562,2023-04-01,100.0
LN100562,2023-05-01,100.0
LN100562,2023-06-01,100.0
LN100562,2023-07-01,100.0
LN100562,2023-08-01,100.0
LN100562,2023-09-01,100.0
LN100562,2023-10-01,100.0
LN100562,2023-11-01,100.0
LN100562,2023-12-01,100.0
LN100563,2023-05-01,100.0
LN100563,2023-06-01,100.0
LN100563,2023-07-01,100.0
LN100563,2023-08-01,100.0
LN100563,2023-09-01,100.0
LN100563,2023-10-01,37.5
LN100563,2023-11-01,95.83
LN100563,2023-12-01,100.0
LN100564,2020-04-01,96.25
LN100564,2020-05-01,96.25
LN100564,2020-06-01,96.25
LN100564,2020-07-01,96.25
LN100564,2020-08-01,96.25
LN100564,2020-09-01,96.25
LN100564,2020-10-01,96.25
LN100564,2020-11-01,92.08
LN100564,2020-12-01,97.5
LN100564,2021-01-01,93.33
LN100564,2021-02-01,97.5
LN100564,2021-03-01,97.5
LN100564,2021-04-01,57.5
LN100564,2021-05-01,97.5
LN100564,2021-06-01,97.5
LN100564,2021-07-01,97.5
LN100564,2021-08-01,97.5
LN100564,2021-09-01,97.5
LN100564,2021-10-01,97.5
LN100564,2021-11-01,57.5
LN100564,2021-12-01,97.5
LN100564,2022-01-01,93.33
LN100564,2022-02-01,97.5
LN100564,2022-03-01,97.5
LN100564,2022-04-01,97.5
LN100564,2022-05-01,92.5
LN100564,2022-06-01,97.5
LN100564,2022-07-01,97.5
LN100564,2022-08-01,97.5
LN100564,2022-09-01,97.5
LN100564,2022-10-01,97.5
LN100564,2022-11-01,97.5
LN100564,2022-12-01,97.5
LN100565,2019-04-01,100.0
LN100565,2019-05-01,100.0
LN100565,2019-06-01,100.0
LN100565,2019-07-01,100.0
LN100565,2019-08-01,100.0
LN100565,2019-09-01,100.0
LN100565,2019-10-01,100.0
LN100565,2019-11-01,95.83
LN100565,2019-12-01,100.0
LN100565,2020-01-01,100.0
LN100565,2020-02-01,100.0
LN100565,2020-03-01,55.83
LN100565,2020-04-01,100.0
LN100565,2020-05-01,100.0
LN100565,2020-06-01,100.0
LN100565,2020-07-01,100.0
LN100565,2020-08-01,100.0
LN100565,2020-09-01,100.0
LN100565,2020-10-01,100.0
LN100565,2020-11-01,100.0
LN100565,2020-12-01,95.0
LN100565,2021-01-01,37.5
LN100565,2021-02-01,100.0
LN100565,2021-03-01,100.0
LN100565,2021-04-01,100.0
LN100565,2021-05-01,60.0
LN100565,2021-06-01,100.0
LN100565,2021-07-01,100.0
LN100565,2021-08-01,100.0
LN100565,2021-09-01,100.0
LN100565,2021-10-01,100.0
LN100565,2021-11-01,100.0
LN100565,2021-12-01,95.0
LN100565,2022-01-01,100.0
LN100565,2022-02-01,100.0
LN100565,2022-03-01,100.0
LN100565,2022-04-01,100.0
LN100565,2022-05-01,100.0
LN100565,2022-06-01,100.0
LN100565,2022-07-01,100.0
LN100565,2022-08-01,100.0
LN100565,2022-09-01,100.0
LN100565,2022-10-01,100.0
LN100565,2022-11-01,100.0
LN100565,2022-12-01,100.0
LN100565,2023-01-01,100.0
LN100565,2023-02-01,100.0
LN100565,2023-03-01,100.0
LN100565,2023-04-01,100.0
LN100565,2023-05-01,95.0
LN100565,2023-06-01,100.0
LN100565,2023-07-01,100.0
LN100565,2023-08-01,100.0
LN100565,2023-09-01,100.0
LN100565,2023-10-01,100.0
LN100565,2023-11-01,100.0
LN100565,2023-12-01,100.0
LN100566,2022-06-01,100.0
LN100566,2022-07-01,100.0
LN100566,2022-08-01,100.0
LN100566,2022-09-01,100.0
LN100566,2022-10-01,100.0
LN100566,2022-11-01,100.0
LN100566,2022-12-01,100.0
LN100566,2023-01-01,100.0
LN100566,2023-02-01,100.0
LN100566,2023-03-01,100.0
LN100566,2023-04-01,100.0
LN100566,2023-05-01,100.0
LN100566,2023-06-01,100.0
LN100566,2023-07-01,100.0
LN100566,2023-08-01,100.0
LN100566,2023-09-01,100.0
LN100566,2023-10-01,100.0
LN100566,2023-11-01,100.0
LN100566,2023-12-01,100.0
LN100567,2023-02-01,100.0
LN100567,2023-03-01,100.0
LN100567,2023-04-01,100.0
LN100567,2023-05-01,100.0
LN100567,2023-06-01,100.0
LN100567,2023-07-01,100.0
LN100567,2023-08-01,100.0
LN100567,2023-09-01,100.0
LN100567,2023-10-01,90.83
LN100567,2023-11-01,100.0
LN100567,2023-12-01,100.0
LN100569,2023-10-01,100.0
LN100569,2023-11-01,100.0
LN100569,2023-12-01,100.0
LN100570,2019-08-01,100.0
LN100570,2019-09-01,100.0
LN100570,2019-10-01,100.0
LN100570,2019-11-01,100.0
LN100570,2019-12-01,100.0
LN100570,2020-01-01,100.0
LN100570,2020-02-01,100.0
LN100570,2020-03-01,60.0
LN100570,2020-04-01,100.0
LN100570,2020-05-01,100.0
LN100570,2020-06-01,100.0
LN100570,2020-07-01,95.0
LN100570,2020-08-01,100.0
LN100570,2020-09-01,100.0
LN100570,2020-10-01,100.0
LN100570,2020-11-01,100.0
LN100570,2020-12-01,100.0
LN100570,2021-01-01,100.0
LN100570,2021-02-01,100.0
LN100570,2021-03-01,100.0
LN100570,2021-04-01,100.0
LN100570,2021-05-01,100.0
LN100570,2021-06-01,100.0
LN100570,2021-07-01,95.83
LN100570,2021-08-01,100.0
LN100570,2021-09-01,100.0
LN100570,2021-10-01,100.0
LN100570,2021-11-01,60.0
LN100571,2022-12-01,100.0
LN100571,2023-01-01,100.0
LN100571,2023-02-01,100.0
LN100571,2023-03-01,100.0
LN100571,2023-04-01,100.0
LN100571,2023-05-01,100.0
LN100571,2023-06-01,100.0
LN100571,2023-07-01,100.0
LN100571,2023-08-01,100.0
LN100571,2023-09-01,100.0
LN100571,2023-10-01,100.0
LN100571,2023-11-01,100.0
LN100571,2023-12-01,100.0
LN100572,2023-05-01,100.0
LN100572,2023-06-01,100.0
LN100572,2023-07-01,100.0
LN100572,2023-08-01,100.0
LN100572,2023-09-01,100.0
LN100572,2023-10-01,100.0
LN100572,2023-11-01,100.0
LN100572,2023-12-01,100.0
LN100573,2022-08-01,100.0
LN100573,2022-09-01,60.0
LN100573,2022-10-01,100.0
LN100573,2022-11-01,100.0
LN100573,2022-12-01,100.0
LN100573,2023-01-01,60.0
LN100573,2023-02-01,100.0
LN100573,2023-03-01,100.0
LN100573,2023-04-01,100.0
LN100573,2023-05-01,100.0
LN100573,2023-06-01,100.0
LN100573,2023-07-01,100.0
LN100573,2023-08-01,100.0
LN100573,2023-09-01,100.0
LN100573,2023-10-01,100.0
LN100573,2023-11-01,100.0
LN100573,2023-12-01,100.0
LN100574,2023-03-01,96.25
LN100574,2023-04-01,92.08
LN100574,2023-05-01,62.08
LN100575,2023-04-01,95.83
LN100575,2023-05-01,100.0
LN100575,2023-06-01,95.83
LN100575,2023-07-01,100.0
LN100575,2023-08-01,100.0
LN100575,2023-09-01,100.0
LN100575,2023-10-01,100.0
LN100575,2023-11-01,100.0
LN100575,2023-12-01,100.0
LN100576,2021-04-01,98.75
LN100576,2021-05-01,98.75
LN100576,2021-06-01,98.75
LN100576,2021-07-01,98.75
LN100576,2021-08-01,98.75
LN100576,2021-09-01,98.75
LN100576,2021-10-01,98.75
LN100576,2021-11-01,98.75
LN100576,2021-12-01,98.75
LN100576,2022-01-01,98.75
LN100576,2022-02-01,98.75
LN100576,2022-03-01,98.75
LN100576,2022-04-01,98.75
LN100576,2022-05-01,98.75
LN100576,2022-06-01,98.75
LN100576,2022-07-01,98.75
LN100576,2022-08-01,98.75
LN100576,2022-09-01,98.75
LN100576,2022-10-01,98.75
LN100576,2022-11-01,98.75
LN100576,2022-12-01,98.75
LN100576,2023-01-01,98.75
LN100576,2023-02-01,98.75
LN100576,2023-03-01,93.75
LN100576,2023-04-01,98.75
LN100576,2023-05-01,98.75
LN100576,2023-06-01,98.75
LN100576,2023-07-01,98.75
LN100576,2023-08-01,98.75
LN100576,2023-09-01,98.75
LN100576,2023-10-01,98.75
LN100576,2023-11-01,98.75
LN100576,2023-12-01,98.75
LN100577,2019-03-01,100.0
LN100577,2019-04-01,100.0
LN100577,2019-05-01,100.0
LN100577,2019-06-01,100.0
LN100577,2019-07-01,100.0
LN100577,2019-08-01,100.0
LN100577,2019-09-01,100.0
LN100577,2019-10-01,100.0
LN100577,2019-11-01,100.0
LN100577,2019-12-01,100.0
LN100577,2019-01-01,40.0
LN100577,2020-02-01,100.0
LN100577,2020-03-01,100.0
LN100577,2020-04-01,100.0
LN100577,2020-05-01,100.0
LN100577,2020-06-01,100.0
LN100577,2020-07-01,100.0
LN100577,2020-08-01,100.0
LN100577,2020-09-01,60.0
LN100577,2020-10-01,100.0
LN100577,2020-11-01,100.0
LN100577,2020-12-01,100.0
LN100577,2021-01-01,100.0
LN100577,2021-02-01,100.0
LN100577,2019-01-01,40.0
LN100577,2021-04-01,100.0
LN100577,2021-05-01,100.0
LN100577,2021-06-01,100.0
LN100577,2021-07-01,100.0
LN100577,2021-08-01,100.0
LN100577,2021-09-01,100.0
LN100577,2021-10-01,100.0
LN100577,2021-11-01,100.0
LN100577,2021-12-01,100.0
LN100577,2022-01-01,100.0
LN100577,2022-02-01,37.5
LN100577,2022-03-01,100.0
LN100577,2022-04-01,100.0
LN100577,2022-05-01,100.0
LN100577,2022-06-01,100.0
LN100577,2022-07-01,100.0
LN100577,2022-08-01,100.0
LN100577,2022-09-01,100.0
LN100577,2022-10-01,100.0
LN100577,2022-11-01,100.0
LN100577,2022-12-01,100.0
LN100577,2023-01-01,100.0
LN100577,2023-02-01,100.0
LN100577,2023-03-01,100.0
LN100577,2023-04-01,100.0
LN100577,2023-05-01,100.0
LN100577,2023-06-01,100.0
LN100577,2023-07-01,100.0
LN100577,2023-08-01,100.0
LN100577,2023-09-01,100.0
LN100577,2023-10-01,100.0
LN100577,2023-11-01,100.0
LN100577,2023-12-01,100.0
LN100578,2021-05-01,97.5
LN100578,2021-06-01,97.5
LN100578,2021-07-01,97.5
LN100578,2021-08-01,97.5
LN100578,2021-09-01,97.5
LN100578,2021-10-01,97.5
LN100579,2020-01-01,100.0
LN100579,2020-01-01,100.0
LN100579,2020-02-01,100.0
LN100579,2020-03-01,100.0
LN100579,2020-04-01,100.0
LN100579,2020-05-01,100.0
LN100579,2020-06-01,100.0
LN100579,2020-07-01,100.0
LN100579,2020-08-01,100.0
LN100579,2020-09-01,100.0
LN100579,2020-10-01,100.0
LN100579,2020-11-01,100.0
LN100579,2020-12-01,100.0
LN100579,2021-01-01,100.0
LN100579,2021-02-01,100.0
LN100579,2021-03-01,100.0
LN100579,2021-04-01,100.0
LN100579,2021-05-01,100.0
LN100579,2021-06-01,100.0
LN100579,2021-07-01,100.0
LN100579,2021-08-01,100.0
LN100579,2021-09-01,70.0
LN100580,2019-08-01,98.75
LN100580,2019-09-01,98.75
LN100580,2019-10-01,98.75
LN100580,2019-11-01,98.75
LN100581,2019-08-01,94.58
LN100581,2019-09-01,98.75
LN100581,2019-10-01,98.75
LN100581,2019-11-01,98.75
LN100581,2019-12-01,98.75
LN100581,2020-01-01,98.75
LN100581,2020-02-01,98.75
LN100581,2020-03-01,98.75
LN100581,2020-04-01,98.75
LN100581,2020-05-01,98.75
LN100581,2020-06-01,98.75
LN100581,2020-07-01,98.75
LN100581,2020-08-01,98.75
LN100581,2020-09-01,98.75
LN100581,2020-10-01,98.75
LN100581,2020-11-01,98.75
LN100581,2020-12-01,98.75
LN100581,2021-01-01,98.75
LN100581,2021-02-01,98.75
LN100581,2019-06-01,34.58
LN100581,2021-04-01,98.75
LN100581,2021-05-01,37.5
